file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,81,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,0
style.css,82,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,2
style.css,83,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,32
style.css,84,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,14
style.css,85,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,22
style.css,86,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,0
style.css,87,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,0
style.css,88,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,2
style.css,89,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,37
style.css,90,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,0
style.css,91,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,92,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,26
style.css,93,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,7
style.css,94,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,8
style.css,95,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,16
style.css,96,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,97,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,98,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,30
style.css,99,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,0
style.css,100,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,5
style.css,101,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,102,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,9
style.css,103,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,16
style.css,104,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,18
style.css,105,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,43
style.css,106,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,107,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,108,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,7
style.css,109,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,6
style.css,110,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,13
style.css,111,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,13
style.css,112,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,113,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,20
style.css,114,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,12
style.css,115,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,116,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,26
style.css,117,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,33
style.css,118,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,71
style.css,119,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,120,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,121,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,14
style.css,122,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,28
style.css,123,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,39
style.css,124,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,46
style.css,125,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,54
style.css,126,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,15
style.css,127,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,128,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,129,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,12
style.css,130,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,21
style.css,131,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,39
style.css,132,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,46
style.css,133,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,54
style.css,134,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,135,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,136,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,137,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,28
style.css,138,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,4
style.css,139,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,7
style.css,140,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,5
style.css,141,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,6
style.css,142,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,143,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,144,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,145,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,13
style.css,146,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,147,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,30
style.css,148,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,149,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,150,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,151,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,152,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,19
style.css,153,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,154,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,29
style.css,155,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,18
style.css,156,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,14
style.css,157,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,158,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,159,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,49
style.css,160,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,13
style.css,161,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,10
style.css,162,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,163,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,36
style.css,164,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,19
style.css,165,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,166,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,16
style.css,167,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,168,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,169,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,24
style.css,170,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,13
style.css,171,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,172,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,173,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,174,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,22
style.css,175,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,19
style.css,176,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,15
style.css,177,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,178,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,179,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,20
style.css,180,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,18
style.css,181,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,18
style.css,182,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,16
style.css,183,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,19
style.css,184,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,36
style.css,185,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,30
style.css,186,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,10
style.css,187,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,14
style.css,188,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,189,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,190,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,56
style.css,191,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,37
style.css,192,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,18
style.css,193,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,32
style.css,194,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,195,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,196,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,43
style.css,197,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,46
style.css,198,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,19
style.css,199,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,2,16
style.css,200,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,0
style.css,201,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,202,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,203,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,29
style.css,204,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,9
style.css,205,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,206,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,58
style.css,207,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,7
style.css,208,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,17
style.css,209,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,26
style.css,210,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,211,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,212,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,17
style.css,213,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,1,12
style.css,214,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,26
style.css,215,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,29
style.css,216,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,15
style.css,217,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,218,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,219,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,20
style.css,220,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,10
style.css,221,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,8
style.css,222,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,223,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,224,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,21
style.css,225,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,10
style.css,226,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,10
style.css,227,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,11
style.css,228,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,13
style.css,229,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,230,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,231,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,19
style.css,232,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,10
style.css,233,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,1,19
style.css,234,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,235,css,97da2ed1,Alexis,2025-10-07,22:20:09,-07:00,2025-10-07T22:20:09-07:00,0,0
style.css,236,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,40
style.css,237,css,13e3f449,Alexis,2025-10-07,22:55:21,-07:00,2025-10-07T22:55:21-07:00,0,43
